order_id,restaurant_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating
6a3ac339,2850b98f,64353689,2024-05-27,11:46,52,218.69,9,UPI,3.8
0dca1354,1d9ef47d,7da65901,2024-08-15,1:18,56,1641.44,7,Credit Card,2
1d5eb064,60723d0e,205ed738,2024-04-24,7:05,76,252.85,9,Net Banking,3.2
77a058c1,59b862ed,6.66E+06,2024-05-26,10:49,89,507.44,2,UPI,2.6
25e708ff,4e7b5c84,92a9cf5a,2024-01-14,2:50,90,1392.52,9,UPI,1.6
eb26c5bc,e224a5ea,e0df9267,2024-09-15,7:40,21,573.7,3,COD,2
4e33a5e2,5fef57bb,43282269,2024-03-28,4:41,15,381.85,10,Credit Card,2.5
8bf3418d,9ff72da6,1f9c316e,2024-04-19,0:22,71,1817.71,5,Wallet,2.7
ccb955f3,7dbcbb29,b686bb95,2024-07-13,22:31,32,1655.93,2,Wallet,1.1
86e65064,8c077be2,bc346923,2024-12-20,15:50,43,1530.83,9,Wallet,4.9
d75cb2ba,52758fa7,d9aea012,2024-08-01,6:09,85,668.7,8,Credit Card,1.8
d3593377,fcc5c2d6,f093388c,2024-10-16,15:29,21,746.32,10,Credit Card,1.6
3ff5e752,a638af19,0c596921,2024-08-01,19:44,44,1018.39,8,UPI,1.6
82b862a0,f146994a,51b87c53,2024-02-08,1:34,70,179.28,2,COD,2.8
7a726224,b09f66d7,671b39b7,2024-05-24,12:47,22,497.47,2,Credit Card,3.5
d0b45d1b,427b24bc,17c1b6d4,2024-08-15,8:04,88,1812.33,9,Credit Card,1.4
ccab1083,70c91766,066e2ac0,2024-12-24,19:45,56,1380.02,10,COD,2.8
198c7387,1969672f,6e43118a,2024-09-25,12:30,40,274.44,6,Credit Card,4
8b153582,8058c87e,de583843,2024-12-19,21:26,56,1449.41,8,Net Banking,2.9
920929cb,5b2f1c9a,481e38f8,2024-07-17,4:39,73,1348.82,1,UPI,4.6
fc38741d,04dc9812,944ad2d8,2024-05-10,21:42,23,1143.67,6,Net Banking,3.2
66c8a4c8,faff1bf4,1a64e403,2024-12-03,5:20,45,1308.12,4,Wallet,4.4
ef0a4ea6,ccb7be4e,011a44cb,2024-03-05,14:17,43,1780.97,8,Credit Card,1.7
e6f70fc1,83c9c7f5,038c894c,2024-03-01,2:23,53,769.76,8,Credit Card,2.3
43c1a7fa,b0b312af,3027dc87,2024-03-22,9:39,15,1625.7,9,Credit Card,4.1
60cdd1f2,7cfc6e28,4074e8a3,2024-01-04,18:05,36,1720.77,4,COD,4.1
67dc077f,1c6eb160,430667d9,2024-09-16,9:39,68,1683.54,8,COD,4.9
78640174,8a76a7ee,2caa871e,2024-07-24,21:25,77,1464.79,5,Net Banking,1.1
fe1f1fba,dbcaa61c,14c633c2,2024-12-01,0:41,18,1796.56,3,UPI,5
5e544f95,71ea6563,14f583e6,2024-09-15,9:07,63,1943.01,9,Net Banking,4.8
20608576,1c2e3e38,f9c14863,2024-08-28,11:04,66,874.24,6,Credit Card,3.3
238c39d4,77f59689,18cd8d36,2024-10-04,0:25,51,1380,9,Wallet,5
c9f31cf5,49d9a0f2,888c6d8e,2024-06-09,18:16,54,832.97,6,Net Banking,4.3
3c3b209c,cfb0cf14,2c1c8fd9,2024-01-09,20:17,43,1194.58,9,COD,1.7
69122b31,026ab181,7a97d5bd,2024-04-09,15:17,76,978.62,10,Credit Card,2.5
d6146db5,06bbd4b4,b535c11e,2024-07-28,8:12,79,312.95,2,Wallet,3
7745be5b,c1f72d98,568f3f7d,2024-08-11,17:26,65,794.62,8,Wallet,2.2
ab19e60b,6903437e,fb4e6c20,2024-01-02,11:25,23,906.22,1,COD,4.7
063eefa4,ee9f310d,be805eb6,2024-07-17,9:51,16,1036.39,4,Wallet,4.1
c6a470a4,71098659,b38bf731,2024-05-14,5:45,16,333.49,9,UPI,4.5
1bccc8ff,c1f112de,fe14cbc5,2024-07-19,6:45,54,823.83,7,Credit Card,2.6
49faa5d4,6e1843fb,e9beb11a,2024-05-23,9:40,68,841.92,8,UPI,3.4
f5a2e0aa,ee9f310d,b9f91a68,2024-05-13,6:00,56,1737.29,10,COD,3
efaeaec1,5e9ad80d,01a5db71,2024-12-07,14:16,57,242.97,2,Net Banking,2
a94b1aeb,ce863def,1dca8cac,2024-01-10,16:43,71,1701.87,5,Credit Card,3.2
feedfa64,67baa4fe,a7be49e8,2024-03-08,9:45,80,435.43,8,UPI,3
b45f38bb,3b052e56,1e3479e9,2024-01-08,19:21,20,1838.28,7,UPI,3.3
75625d97,f32a3aad,7de30f4f,2024-12-21,0:43,87,536.18,4,Wallet,2.6
2b3e7fb5,24efe3fc,88d0040e,2024-01-25,7:20,33,832.42,10,UPI,1.4
675eccf2,52758fa7,933fccbe,2024-10-14,22:29,45,308.62,7,COD,2.2
7afbb478,2.74E+12,9ac25578,2024-10-15,13:09,73,546.81,5,Wallet,4.3
062f8d5c,f4fb2de3,c09dbb30,2024-12-26,8:41,32,736.79,7,Credit Card,4.3
ce5fbad2,92f9c1c0,fa56fc42,2024-11-23,1:43,39,1055.17,10,Net Banking,3.2
119995c3,78dddfb3,e15f16e7,2024-05-21,22:30,73,1447.81,2,Credit Card,1.6
29b6ffbc,d0fd93ce,5b79a107,2024-08-15,10:28,23,150.5,9,UPI,4.7
2a1a831f,bc4f828e,60643122,2024-05-26,5:57,36,438.8,10,COD,4.6
d7e8551f,08ba20de,fc98861c,2024-04-11,18:23,41,1920.21,9,Wallet,4.4
dbb9aa85,4c130690,85cb02c6,2024-09-02,14:41,21,265.38,8,UPI,2.7
20158e4c,3ef529e5,c2a80a80,2024-04-15,0:23,75,184.81,8,COD,1.4
5369eabd,606db467,c5ea268f,2024-07-05,11:25,48,1814.88,5,Credit Card,1.3
2cc0f588,b7d2e9fd,fbe89ca3,2024-06-13,18:36,57,1894.01,2,Net Banking,2.9
7c088505,b37bb876,017a4259,2024-08-09,14:37,35,1170.88,7,Net Banking,4.9
2c46c707,1bc05c14,0e94b64b,2024-10-01,10:44,67,799.6,1,UPI,2.8
93485977,bff0bb92,6939da39,2024-01-25,5:11,34,1886.86,9,Wallet,1.4
d86d3f67,0969abfd,0be82912,2024-11-23,11:46,64,1759.42,6,Wallet,4.8
c06a5c27,89c96872,c3e6d3b2,2024-06-09,12:51,55,1999.82,7,COD,2.2
14d627aa,e6f5e6b1,6470a316,2024-09-09,11:51,34,1527.27,5,Wallet,3.3
564f2e82,d2c59e6e,a0c66069,2024-04-18,17:44,76,496.21,2,Wallet,1.4
f4552f3b,71d4a52a,1bac6e72,2024-06-07,3:58,40,1513.88,4,Net Banking,3.3
e953cfea,9c80db76,6a586047,2024-02-09,7:41,24,381.5,2,COD,1.9
ee51b9fc,ba31dffb,5dcf1440,2024-09-17,2:02,42,991.5,1,UPI,3.4
220aab4f,fcd19837,2d3dc562,2024-12-18,20:29,69,1131.79,8,Wallet,4.2
70c0b45d,0c921430,dfaa14dd,2024-11-13,2:24,58,1028.69,1,COD,2.6
82150bf8,b8ee95cd,2eea9f4e,2024-06-27,13:44,37,1191.86,3,UPI,4.3
9f00e65d,4f2f2dc8,e98818ef,2024-06-04,23:47,60,362.39,3,UPI,3.2
b18f9fcd,dbcaa61c,1.78E+12,2024-01-08,0:55,68,243.8,1,Net Banking,2.5
6e37706c,e224a5ea,bd84d3e8,2024-10-17,18:43,40,989.98,4,COD,2.3
0ac0e45c,c317908c,71b5ecdc,2024-01-13,16:31,87,1267.27,5,Credit Card,3.7
4c7279ed,7a6b060d,46043af0,2024-02-22,12:14,43,397.79,3,COD,1.9
6e95b630,63fa9210,ee69a6a1,2024-07-28,14:49,37,1323.34,2,COD,3.6
274bfb68,227aba32,c6503b79,2024-08-19,19:42,79,1489.51,6,Net Banking,2.2
8cd9aedc,427b24bc,3a8b7259,2024-01-05,20:40,78,1559.84,7,Credit Card,2.4
205674d7,7975f2ee,319d1605,2024-11-21,19:13,56,704.92,10,Wallet,1.2
824e1ae4,b2cf0b3d,a6a3041a,2024-10-24,18:01,71,1497.21,1,Net Banking,1.6
f8183ba9,da9a321e,47916940,2024-01-02,7:14,37,1807.17,2,Wallet,3
e26b6e57,63fa9210,e58340c2,2024-10-11,13:41,50,1734.19,7,UPI,4
4cc7d4b4,b37bb876,0773bad5,2024-11-20,2:38,33,155.42,7,Net Banking,4.3
d54d98b8,fd9d762b,93fa0b9f,2024-03-22,9:48,34,239.84,1,Net Banking,3.2
23472c9d,bd857157,b1d43888,2024-07-02,2:16,55,1669.28,2,COD,1
13f4dfb4,67baa4fe,ac8b3f44,2024-07-25,9:22,32,1168.44,2,Net Banking,2.8
66bdae4f,d2c59e6e,838ab68c,2024-10-16,9:33,43,987.94,4,Wallet,2.9
a524dd55,d2c59e6e,a41e1a0b,2024-06-10,6:21,71,1848.68,9,Credit Card,4.6
22abb79c,d92b984c,45142b71,2024-05-02,5:08,58,1024.83,7,Net Banking,2.2
5f377c66,9bff4316,23984f15,2024-09-04,17:10,24,436.1,3,COD,2
2a3f8d37,3da5daa9,173255bc,2024-09-19,17:10,87,762.11,4,Net Banking,3.9
244b7a57,ec9059b5,bd4dfd64,2024-08-05,22:45,62,1523.66,8,Wallet,2.7
b9fa3a4f,b37bb876,7d29934f,2024-08-15,4:43,78,1099.78,1,Net Banking,1.5
09be8cfb,f00f0b93,49a7c91b,2024-10-05,10:00,64,553.38,9,Net Banking,4.4
7fa49915,4c130690,d551cade,2024-01-22,22:57,87,941.75,7,Credit Card,3.1
41f985f6,754bea84,1967fd30,2024-11-21,22:53,20,312.27,7,Wallet,4.6
a1647102,eb174c1f,f469d5b8,2024-08-14,0:57,47,235.77,6,Credit Card,4.6
9343099e,8d06cc24,20df0cba,2024-10-16,1:59,23,504.83,10,COD,4.7
a38384f6,49d9a0f2,9ffe6248,2024-03-11,2:29,66,913.38,1,Net Banking,2.9
49cfd04d,62249dbf,f3d4ead0,2024-06-27,3:15,65,1544.09,4,Wallet,2.6
ec2a169a,ee9f310d,7ecf9419,2024-08-22,21:17,50,1958.74,8,Wallet,3.7
97d0cccd,dd2f2051,18292ac0,2024-11-13,8:20,29,742.57,7,Net Banking,3.5
73415eeb,ea525a43,b3d766b6,2024-09-15,19:34,20,638.23,3,UPI,1.3
151b16ca,7421de9a,962efdbd,2024-06-15,14:49,65,851.93,2,COD,4.7
add32980,cb90b2ce,b9a2a9a6,2024-04-28,16:08,79,344.62,2,COD,4.2
76fa83a5,242460cc,6e8d697f,2024-09-22,14:40,26,1015.29,8,Wallet,2.1
a47997b1,674dfaa6,a41e9662,2024-08-19,5:50,58,1564.91,2,Credit Card,4.8
ebd1d581,75c47f5f,37b68bc0,2024-08-27,20:45,74,250.01,5,UPI,1.6
66b80e5d,2f6d7840,5e8ea34f,2024-04-12,2:05,42,944.33,2,Credit Card,4.4
e79c084d,a961a847,a520e3ed,2024-11-25,22:31,60,1146.19,9,Net Banking,1.5
65929fe2,537b38f9,a26f010d,2024-11-12,20:55,60,200.76,9,COD,5
c43029a2,951b096d,bcb0af16,2024-04-05,2:20,16,998.02,1,Credit Card,4.9
2.38E+58,bbd3019c,5bb18c32,2024-10-03,13:05,56,417.89,2,COD,2.4
d1526fb8,26db3a08,63ed5fd4,2024-03-28,23:08,90,641.96,7,COD,4.4
1ad2c9e0,991915d7,a88641ca,2024-05-17,9:42,27,234.46,6,Net Banking,2.7
91ad3a0c,fb67202e,cadd37fd,2024-08-20,0:07,74,1855.92,5,COD,3.3
8193ebdb,b7445b6d,a2cd81a1,2024-03-21,21:47,71,1129.2,7,Net Banking,2.5
8e6a3ed0,49d9a0f2,34de1615,2024-02-10,10:20,90,1138.14,4,UPI,2.5
36ece9d2,f146994a,5517effe,2024-03-25,15:01,75,1595.89,3,COD,4.6
9b653457,eb6fce5b,2c7ec4f0,2024-03-28,13:55,40,607.5,6,Wallet,2.4
f9262afb,5eafb4ee,d7cbcda6,2024-11-04,10:32,82,1874.58,6,Net Banking,3.2
0993f74c,179a3485,d0e8fbc2,2024-11-07,4:09,90,636.43,8,COD,4.8
7a9ebaa5,fc36ce35,33afc5b2,2024-06-01,16:00,83,335.48,1,Wallet,1.5
a17333a8,1c45fac8,f3d9746b,2024-01-24,3:54,34,281.58,5,Credit Card,2
f165e212,aa054739,139e0ad5,2024-12-14,0:32,62,760.98,7,COD,4.9
9dca8c9d,dde6dac9,d79cb804,2024-03-18,21:37,36,1604.01,6,Credit Card,3.8
de809c35,81aa2acc,31b6a807,2024-12-21,4:25,81,406.54,1,UPI,3.4
e84b4516,9fffa8c9,521f84be,2024-06-23,4:29,46,1929.44,2,Credit Card,3.7
c8121f34,71af43be,ba182842,2024-04-21,8:18,21,100.98,8,Credit Card,1.2
019cf758,3e7f7fbe,0c4a35ee,2024-12-15,4:06,40,1896.08,8,Credit Card,3.5
d8c56f60,15626d86,a9eab786,2024-01-19,16:17,32,1529.38,2,UPI,2.6
5da16ea5,84e6c455,bad7631c,2024-11-16,0:55,32,896.19,1,Credit Card,2.4
de6fdc9e,eb6fce5b,d6469936,2024-12-12,18:42,89,1449.27,7,Wallet,2.5
80e7dd6e,abc00ee0,c413cca1,2024-11-15,13:28,49,1274.92,7,Credit Card,4.3
73509750,cd2a813f,cd0e39f1,2024-10-25,2:44,73,175.73,2,Net Banking,1.8
5f3f5286,dddddf29,ccdb85db,2024-02-10,1:41,63,1548.83,3,Wallet,1.8
3f7f6d83,bd3013d9,6586141,2024-07-09,6:20,29,1733.61,8,Credit Card,4.2
7c22280f,a80c0410,60675c69,2024-09-10,15:21,78,297.71,1,UPI,3.3
1e379692,5b2f1c9a,5ba4e78e,2024-08-23,12:21,54,1656.59,6,COD,1.3
c8017551,3988bf2c,f31aa357,2024-03-27,21:47,24,1118.65,6,COD,1.3
0a4a120b,8a11d347,766d07ea,2024-06-19,19:35,63,397.06,9,Net Banking,4.4
1148c6b8,7cd438d2,1e31105d,2024-09-25,13:44,51,526.92,1,COD,4.1
d8483324,ea525a43,133f42dd,2024-07-27,8:14,74,972.93,10,COD,4.7
2085981c,ce8f2030,5251266d,2024-07-20,22:20,67,1767.62,5,Wallet,2.8
d7ac973f,404f0685,cf452a7f,2024-04-25,15:32,78,1020.73,5,Credit Card,4.1
ca9b7beb,bf2eb8e4,40c09a96,2024-02-04,13:11,52,297.24,10,UPI,3.7
f6537c93,f6a4fedc,9b3d04a9,2024-09-17,5:59,46,528.07,5,Credit Card,2.9
328f1721,bc4f828e,828c7848,2024-07-26,8:28,73,1254.11,1,Net Banking,4.3
bad211d0,67a95931,e514b8db,2024-11-13,20:26,51,1267.23,4,Credit Card,2.2
9de99df6,10504ca1,8ade3862,2024-02-05,16:59,80,256.5,8,Credit Card,1.6
a54dd5c1,77f59689,3e550da7,2024-09-19,19:30,64,468.58,6,UPI,1
a32bc45c,83c9c7f5,f18748e8,2024-04-25,15:49,43,686.55,7,Credit Card,4.3
ef46a04c,a59b82a8,891997f7,2024-06-10,7:43,82,1969.77,7,COD,3.6
7bece8b1,b96de83c,a079b975,2024-08-16,2:43,81,1684.55,9,Credit Card,2.1
57322bb0,3131321b,b7b2756b,2024-07-08,22:14,47,589.74,8,COD,3.5
dd702488,a05e429d,5b93d061,2024-05-24,15:46,88,1085.28,4,Net Banking,3.4
5879560a,368c8202,c939be5a,2024-11-15,6:16,86,583.91,7,Net Banking,3.5
857a9dee,733a1a91,979745a1,2024-01-08,20:01,81,338.57,4,Net Banking,2.9
c15e600b,a51eaacf,e039e203,2024-11-11,2:28,38,1352.28,7,Wallet,4.2
d4b21e94,8f988f4e,6877ab29,2024-10-20,10:32,50,1547.26,4,Wallet,1.5
093edc85,1935fe99,8f6d5424,2024-04-28,19:46,20,1543.05,3,COD,4.5
f35c51cf,d4eb642a,33898721,2024-12-21,8:31,63,1613.33,5,COD,1.7
29eb94e6,d3016f90,52313503,2024-03-26,4:51,16,1417.75,5,Wallet,1.5
509f52a0,c1f112de,b13cc03c,2024-09-14,14:47,25,280.31,5,UPI,2.4
580a9fef,75c47f5f,f4e6abf3,2024-09-21,12:47,84,1592.87,7,UPI,2.6
36b7d1df,4b7d8a2a,8.31E+12,2024-07-20,11:47,37,461.11,10,COD,2.7
40df7d9f,e2cb1c1a,1a93c1bc,2024-08-17,10:56,17,1745.64,9,Wallet,3.5
23dde920,59b862ed,e52e4002,2024-02-05,18:44,44,1197.13,9,Wallet,3.8
0ffd9b5b,a726efd4,f5fbbb00,2024-08-05,4:41,69,1013.48,10,Wallet,1.6
a9fa89b8,2c3d36ef,482d0db7,2024-09-03,19:08,70,1082.73,1,Credit Card,3.5
ecbe4478,bbd3019c,5b708a40,2024-11-13,4:15,90,1618.95,9,Wallet,2.7
cda3b3b8,0fd878e4,63d0378a,2024-02-12,7:44,25,1324.86,7,COD,1.7
756be1b7,c230886a,101ddf3d,2024-08-27,2:11,43,1549.28,3,Wallet,2.7
1eabc084,42142ee5,c9f46e28,2024-11-23,20:13,78,1789.63,1,UPI,4.6
70940187,9bff4316,be9e6af1,2024-04-22,16:57,82,1896.35,10,Wallet,2.1
532df88e,9c80db76,0cc802a2,2024-10-25,20:14,83,942.02,10,Wallet,2.4
c518aa57,d3016f90,08c05802,2024-08-04,23:07,18,1548.14,7,UPI,3
2634b45b,4622bca4,26e005a5,2024-08-01,5:54,26,759.17,1,UPI,3.6
f9535032,c00f73d6,afa4c48f,2024-11-10,9:20,84,112.81,5,Net Banking,2.4
17eb544b,da6baa40,fe10288d,2024-04-20,12:41,61,912.03,8,COD,4.2
0b9ffe94,1c54225b,9074a0b1,2024-06-01,15:16,33,1574.93,3,COD,1.7
695a5213,fa055ed4,db26772b,2024-08-06,19:27,47,467.5,3,UPI,4
6606b895,64003853,f1d80850,2024-03-24,6:05,25,1921.63,9,Wallet,4.8
f57ce91c,032e886d,4843b261,2024-10-26,15:17,36,126.7,1,Credit Card,2.9
70579daf,b7d188df,c58e8258,2024-09-08,21:56,28,1434.95,10,UPI,3.2
d17aa833,fc6028ff,f48a9c63,2024-03-09,13:19,31,1426.24,2,COD,4.2
096ef80c,55c18a95,353c3aed,2024-03-12,8:03,87,768.49,9,COD,4.8
1e3f4a98,fb67202e,2a728dd0,2024-01-20,8:58,90,1172.79,4,Net Banking,4.1
e8fe75c2,79e303d1,7fefbd31,2024-03-20,9:29,67,891.64,5,UPI,3.6
94727db0,ea525a43,4c7538c6,2024-05-24,0:33,28,1599.46,10,COD,2.2
16f84594,ccb7be4e,5262e957,2024-07-17,17:45,67,1807.04,9,Credit Card,1.2
b1226ac0,dbcaa61c,c8a0d246,2024-11-03,6:16,58,1064.86,3,UPI,1.9
7922ba1d,c71efa45,e68ca43f,2024-10-20,10:03,45,496.31,10,Credit Card,1.3
4368ff4e,9abef4df,a46ad963,2024-03-23,18:13,30,1691.53,1,Net Banking,1.2
7134c1d2,4d8c2e99,f32e99e7,2024-05-09,14:05,16,565.48,8,UPI,1.1
bd382dca,51bc9499,791a7f9e,2024-08-01,5:27,25,1767.37,1,Wallet,3.7
59f9a730,4e9bfa3e,fc6d3089,2024-11-03,7:24,16,1059.25,10,UPI,4.1
a99da0e5,2.74E+12,b01998b8,2024-03-12,22:43,44,860.9,1,UPI,3.6
27e436a0,9f137e8a,6a6e66fb,2024-09-17,1:54,68,1418.62,7,Wallet,3.8
1970f2cc,3b052e56,39aa449a,2024-07-03,23:51,17,766.18,9,UPI,4.2
53550dbb,71764226,45037f9e,2024-06-05,15:43,56,1050.63,8,UPI,2.7
3537b5fa,ea525a43,a89be24e,2024-05-23,13:31,69,1915.03,2,Net Banking,1.2
69eab47f,f4fb2de3,ad5d17a3,2024-04-03,1:23,50,1284.26,9,Wallet,4.1
39576cd5,2bf57503,c94375cf,2024-10-09,6:18,54,1911.04,5,Wallet,4.1
449fb4a6,8a592a8a,8c21fc45,2024-06-15,2:02,21,1230.78,4,COD,4.8
ad9705b2,df911fc2,419ac920,2024-09-01,21:46,64,542.2,2,Net Banking,4
28746ea2,52758fa7,e058eeab,2024-04-19,15:46,15,1602.1,8,COD,3.8
096ab5f2,14fc6669,0402e375,2024-03-10,16:12,80,1525.86,3,COD,4.2
891c3a90,59e6659c,a26a0d94,2024-12-18,18:55,15,1982.97,7,Wallet,4.1
2e12c3d1,49c4ff0d,04e23054,2024-07-22,5:36,75,1033.57,9,Net Banking,3.6
b3862472,e224a5ea,27d0f046,2024-08-16,7:33,38,448.3,2,Credit Card,4.9
a2870762,d9c56a1e,fcfbf131,2024-08-17,4:19,38,151.32,9,Credit Card,1.7
e1a549e4,2c3cc546,24394b2f,2024-07-12,8:49,39,1957.69,6,Net Banking,3.9
9ce0a155,24ada0ba,9061b1df,2024-03-21,14:00,71,1582.27,7,Wallet,4.3
9373052,405ed20c,349f094b,2024-02-05,5:06,30,1121.43,3,COD,4.3
43b3a3bd,8b12bcad,f3b7b481,2024-10-12,16:54,18,1481.54,2,UPI,2.7
0bc89079,100a811e,361a58e0,2024-10-14,0:24,20,121.55,2,Net Banking,4.1
fcabb297,502053dd,74fd6894,2024-07-22,6:15,79,1380.4,4,UPI,4.1
c3381e53,b28ed1b8,119d61cd,2024-03-27,10:06,79,993.62,7,COD,4.3
e5a0aa9d,5e9ad80d,7f9d14b1,2024-09-26,12:20,32,386.14,1,Wallet,4
28019310,19eb698a,24a98a27,2024-08-22,21:21,41,603.25,6,UPI,1.5
0c3b0168,02b6d096,b2f42876,2024-09-01,21:20,37,1568.01,6,COD,1.5
2659e386,8180e6e2,59a36023,2024-11-26,13:40,53,907.75,1,UPI,1.4
69095c0e,df911fc2,18a4d717,2024-08-27,18:44,29,737.91,6,COD,3.7
